
experiment_id,rank,runtime,p2m,m2m,l2l,m2l,p2p,source_tree,target_tree,source_domain,target_domain,layout,ghost_exchange_v,ghost_exchange_v_runtime,ghost_exchange_u,gather_global_fmm,scatter_global_fmm,source_to_target_data,source_data,target_data,global_fmm,ghost_fmm_v,ghost_fmm_u,displacement_map,metadata_creation,expansion_order,n_points,local_depth,global_depth,block_size,n_threads,n_samples
"0_0_0_0_0",0,3300,72,7,3,1355,1710,47381,47327,73,71,4,1860,90,192,26,0, 387,1,0,0,0,0, 10, 3460, 3,5000000,5,2,16,4,500
"0_0_0_0_0",2,3325,72,6,4,1347,1747,47381,47327,75,71,4,1806,89,249,0,26, 386,1,0,0,0,0, 10, 3465, 3,5000000,5,2,16,4,500
"0_0_0_0_0",31,6449,110,11,17,2744,3451,47382,47329,73,71,1,1842,28,223,0,25, 391,1,0,0,0,0, 19, 3471, 3,5000000,5,2,16,4,500
"0_0_0_0_0",9,6487,69,7,10,2733,3516,47381,47330,74,71,1,1718,68,358,0,23, 387,1,0,0,0,0, 15, 3485, 3,5000000,5,2,16,4,500
"0_0_0_0_0",10,6494,68,6,9,2702,3554,47381,47330,74,71,1,1689,67,389,0,23, 387,1,0,0,0,0, 15, 3488, 3,5000000,5,2,16,4,500
"0_0_0_0_0",5,6472,69,6,8,2770,3492,47381,47330,74,71,1,972,52,1132,0,13, 386,1,0,0,0,0, 15, 3513, 3,5000000,5,2,16,4,500
"0_0_0_0_0",13,6508,68,6,9,2767,3499,47381,47330,72,71,1,1722,68,353,0,25, 388,1,0,0,0,0, 15, 3484, 3,5000000,5,2,16,4,500
"0_0_0_0_0",16,6507,73,7,18,2756,3504,47381,47330,75,71,1,1733,61,342,0,24, 391,1,0,0,0,0, 16, 3481, 3,5000000,5,2,16,4,500
"0_0_0_0_0",19,6515,72,7,16,2772,3495,47381,47330,72,71,1,1764,64,311,0,25, 391,1,0,0,0,0, 15, 3480, 3,5000000,5,2,16,4,500
"0_0_0_0_0",26,6547,68,6,9,2756,3555,47381,47330,74,71,1,1701,64,379,0,24, 389,1,0,0,0,0, 15, 3488, 3,5000000,5,2,16,4,500
"0_0_0_0_0",3,6551,68,6,9,2701,3620,47381,47329,73,71,1,1684,63,401,0,21, 386,1,0,0,0,0, 15, 3494, 3,5000000,5,2,16,4,500
"0_0_0_0_0",22,6564,69,6,10,2723,3606,47381,47330,73,71,1,1711,62,369,0,24, 389,1,0,0,0,0, 15, 3489, 3,5000000,5,2,16,4,500
"0_0_0_0_0",28,6576,68,7,10,2723,3622,47381,47330,76,71,1,1696,60,389,0,23, 389,1,0,0,0,0, 15, 3492, 3,5000000,5,2,16,4,500
"0_0_0_0_0",6,6552,34,3,9,2757,3593,47378,47333,76,71,1,885,82,1232,0,11, 387,1,0,0,0,0, 12, 3525, 3,5000000,5,2,16,4,500
"0_0_0_0_0",4,6589,107,11,9,2741,3617,47382,47329,74,71,1,1696,19,388,0,19, 386,1,0,0,0,0, 17, 3495, 3,5000000,5,2,16,4,500
"0_0_0_0_0",24,6599,68,6,9,2755,3608,47381,47330,73,71,1,1700,65,379,0,24, 389,1,0,0,0,0, 15, 3487, 3,5000000,5,2,16,4,500
"0_0_0_0_0",8,6570,34,3,15,2741,3622,47378,47333,73,71,1,889,81,1228,0,11, 387,1,0,0,0,0, 13, 3526, 3,5000000,5,2,16,4,500
"0_0_0_0_0",17,6626,68,7,10,2736,3656,47381,47330,73,71,1,1688,62,396,0,21, 388,1,0,0,0,0, 15, 3492, 3,5000000,5,2,16,4,500
"0_0_0_0_0",15,6664,69,7,8,2774,3658,47381,47330,74,71,1,1684,60,400,0,22, 389,1,0,0,0,0, 15, 3492, 3,5000000,5,2,16,4,500
"0_0_0_0_0",25,6677,68,7,9,2734,3712,47381,47330,75,71,1,1684,62,401,0,20, 389,1,0,0,0,0, 15, 3492, 3,5000000,5,2,16,4,500
"0_0_0_0_0",30,6654,69,6,8,2758,3693,47381,47330,73,71,1,966,42,1146,0,13, 389,1,0,0,0,0, 15, 3520, 3,5000000,5,2,16,4,500
"0_0_0_0_0",14,6690,69,6,10,2726,3725,47381,47330,72,71,1,1688,66,391,0,23, 388,1,0,0,0,0, 15, 3487, 3,5000000,5,2,16,4,500
"0_0_0_0_0",12,6683,70,7,9,2736,3716,47381,47330,73,71,1,1667,57,419,0,22, 388,1,0,0,0,0, 15, 3495, 3,5000000,5,2,16,4,500
"0_0_0_0_0",11,6690,68,6,9,2742,3716,47381,47330,74,71,1,1668,63,417,0,20, 387,1,0,0,0,0, 15, 3493, 3,5000000,5,2,16,4,500
"0_0_0_0_0",27,6701,68,7,8,2750,3711,47381,47330,73,71,1,1756,68,319,0,24, 389,1,0,0,0,0, 16, 3482, 3,5000000,5,2,16,4,500
"0_0_0_0_0",20,6704,69,6,8,2754,3721,47381,47330,74,71,1,1682,58,404,0,22, 389,1,0,0,0,0, 15, 3494, 3,5000000,5,2,16,4,500
"0_0_0_0_0",21,6713,68,6,9,2765,3717,47381,47330,73,71,1,1680,62,405,0,20, 389,1,0,0,0,0, 15, 3493, 3,5000000,5,2,16,4,500
"0_0_0_0_0",18,6727,68,6,10,2777,3712,47381,47330,74,71,1,1700,66,380,0,22, 388,1,0,0,0,0, 15, 3488, 3,5000000,5,2,16,4,500
