depth,expansion_order,block_size,runtime,min_rel_err,mean_rel_err,max_rel_err,setup_time
4,6,16,2647,0.000000008391179885283765,0.0000004176163773590837,0.0000011273482854605067,1133
4,6,32,2591,0.000000008391179885283765,0.0000004176163773590837,0.0000011273482854605067,1103
4,6,64,2700,0.000000008391179885283765,0.0000004176163773590837,0.0000011273482854605067,1090
4,6,128,2604,0.000000008391179885283765,0.0000004176163773590837,0.0000011273482854605067,1091
4,7,16,2742,0.00000001598300309112337,0.000000039029424041964184,0.00000006338938124282615,1271
4,7,32,2659,0.00000001598300309112337,0.000000039029424041964184,0.00000006338938124282615,1243
4,7,64,2737,0.00000001598300309112337,0.000000039029424041964184,0.00000006338938124282615,1254
4,7,128,2703,0.00000001598300309112337,0.000000039029424041964184,0.00000006338938124282615,1250
4,8,16,2984,0.00000000003794842463936436,0.000000006911820490993061,0.00000001763687750181955,1558
4,8,32,2885,0.00000000003794842463936436,0.000000006911820490993061,0.00000001763687750181955,1494
4,8,64,2901,0.00000000003794842463936436,0.000000006911820490993061,0.00000001763687750181955,1510
4,8,128,2831,0.00000000003794842463936436,0.000000006911820490993061,0.00000001763687750181955,1505
5,6,16,1164,0.0000019411620250704756,0.0000019594323932955653,0.0000019954677874421067,1358
5,6,32,1010,0.0000019411620250704756,0.0000019594323932955653,0.0000019954677874421067,1363
5,6,64,1062,0.0000019411620250704756,0.0000019594323932955653,0.0000019954677874421067,1387
5,6,128,1153,0.0000019411620250704756,0.0000019594323932955653,0.0000019954677874421067,1498
5,7,16,1403,0.00000009695597031955334,0.00000009989143202876861,0.00000010226172966246611,1857
5,7,32,1429,0.00000009695597031955334,0.00000009989143202876861,0.00000010226172966246611,1708
5,7,64,1307,0.00000009695597031955334,0.00000009989143202876861,0.00000010226172966246611,1834
5,7,128,1283,0.00000009695597031955334,0.00000009989143202876861,0.00000010226172966246611,1712
5,8,16,1645,0.000000026976527008798735,0.000000027728327021451804,0.000000028426378666762056,2097
5,8,32,1539,0.000000026976527008798735,0.000000027728327021451804,0.000000028426378666762056,2088
5,8,64,1480,0.000000026976527008798735,0.000000027728327021451804,0.000000028426378666762056,2086
5,8,128,1679,0.000000026976527008798735,0.000000027728327021451804,0.000000028426378666762056,2067
