
experiment_id,rank,runtime,p2m,m2m,l2l,m2l,p2p,source_tree,target_tree,source_domain,target_domain,layout,ghost_exchange_v,ghost_exchange_v_runtime,ghost_exchange_u,gather_global_fmm,scatter_global_fmm,source_to_target_data,source_data,target_data,global_fmm,ghost_fmm_v,ghost_fmm_u,displacement_map,metadata_creation,expansion_order,n_points,local_depth,global_depth,block_size,n_threads,n_samples
"0",1,18,4,0,0,0,0,2980,2935,4,4,0,112,13,11,0,0, 381,1,0,0,0,0, 0, 160,3,250000,4,1,128,4,500
"0",0,244,0,0,0,82,143,2980,2935,5,3,0,32,11,97,1,0, 381,0,0,0,0,0, 1, 168,3,250000,4,1,128,4,500
"0",2,327,4,0,0,161,144,2980,2935,5,4,0,102,9,24,0,1, 381,1,0,0,0,0, 1, 164,3,250000,4,1,128,4,500
"0",3,328,4,0,0,162,143,2980,2935,5,4,0,102,10,24,0,2, 382,1,0,0,0,0, 0, 163,3,250000,4,1,128,4,500
"0",7,328,8,0,0,163,143,2981,2935,4,3,0,105,6,21,0,1, 381,1,0,0,0,0, 1, 164,3,250000,4,1,128,4,500
"0",5,327,4,0,0,164,143,2981,2935,4,3,0,27,8,103,0,0, 381,1,0,0,0,0, 0, 167,3,250000,4,1,128,4,500
"0",6,327,4,0,0,164,144,2981,2935,4,3,0,26,7,104,0,0, 381,1,0,0,0,0, 1, 168,3,250000,4,1,128,4,500
"0",4,633,4,0,0,321,294,2981,2935,4,3,0,11,3,123,0,0, 381,1,0,0,0,0, 2, 172,3,250000,4,1,128,4,500
"1",0,588,8,1,1,488,57,1954,1952,4,3,0,45,20,17,4,0, 382,0,0,0,0,0, 3, 136,3,250000,4,2,128,4,500
"1",10,585,8,1,1,486,60,1954,1952,4,3,0,40,18,25,0,4, 383,1,0,0,0,0, 3, 140,3,250000,4,2,128,4,500
"1",9,777,10,1,1,661,75,1954,1952,4,3,0,46,15,18,0,5, 383,1,0,0,0,0, 4, 139,3,250000,4,2,128,4,500
"1",13,777,10,1,2,667,75,1954,1952,4,3,0,26,11,44,0,3, 383,1,0,0,0,0, 4, 144,3,250000,4,2,128,4,500
"1",12,783,13,2,2,671,76,1954,1952,4,3,0,40,9,28,0,3, 383,1,0,0,0,0, 4, 143,3,250000,4,2,128,4,500
"1",11,786,10,1,2,669,79,1954,1952,4,3,0,42,12,26,0,4, 383,1,0,0,0,0, 4, 142,3,250000,4,2,128,4,500
"1",14,789,8,1,2,680,79,1954,1952,4,3,0,23,11,52,0,1, 383,1,0,0,0,0, 4, 149,3,250000,4,2,128,4,500
"1",2,799,13,2,2,684,78,1954,1952,4,3,0,43,10,25,0,3, 382,1,0,0,0,0, 4, 143,3,250000,4,2,128,4,500
"1",1,800,10,1,2,685,78,1954,1952,4,3,0,39,11,29,0,3, 382,1,0,0,0,0, 4, 144,3,250000,4,2,128,4,500
"1",3,800,10,1,1,690,77,1954,1952,4,3,0,24,11,46,0,3, 382,1,0,0,0,0, 4, 146,3,250000,4,2,128,4,500
"1",4,802,10,1,2,690,78,1954,1952,4,3,0,24,9,46,0,4, 382,1,0,0,0,0, 4, 145,3,250000,4,2,128,4,500
"1",7,802,10,1,2,690,77,1954,1952,5,3,0,24,11,47,0,2, 383,1,0,0,0,0, 4, 145,3,250000,4,2,128,4,500
"1",5,803,10,1,2,693,77,1954,1952,4,3,0,23,11,48,0,2, 382,1,0,0,0,0, 4, 145,3,250000,4,2,128,4,500
"1",6,806,10,1,2,693,78,1954,1952,5,3,0,22,10,49,0,3, 383,1,0,0,0,0, 4, 145,3,250000,4,2,128,4,500
"1",15,939,13,2,2,806,95,1954,1952,4,3,0,46,9,22,0,4, 383,1,0,0,0,0, 5, 141,3,250000,4,2,128,4,500
"1",8,931,10,1,2,802,99,1954,1952,4,3,0,23,7,53,0,1, 383,1,0,0,0,0, 4, 150,3,250000,4,2,128,4,500
"2",0,243,6,0,0,160,47,2256,2320,4,3,1,75,17,15,4,0, 381,0,0,0,0,0, 1, 156,3,250000,4,2,128,4,500
"2",11,254,6,0,0,171,48,2257,2320,5,3,1,70,17,21,0,5, 383,1,0,0,0,0, 1, 156,3,250000,4,2,128,4,500
"2",7,255,6,0,0,171,53,2257,2320,6,3,1,66,15,28,0,4, 382,1,0,0,0,0, 1, 159,3,250000,4,2,128,4,500
"2",13,457,6,0,0,327,97,2257,2320,5,3,1,63,13,31,0,4, 383,1,0,0,0,0, 2, 159,3,250000,4,2,128,4,500
"2",22,456,6,0,1,326,100,2257,2320,5,3,1,61,12,36,0,4, 384,1,0,0,0,0, 2, 160,3,250000,4,2,128,4,500
"2",12,456,6,0,0,325,102,2256,2320,5,3,1,60,11,38,0,3, 383,1,0,0,0,0, 2, 162,3,250000,4,2,128,4,500
"2",27,459,6,0,0,330,97,2257,2320,4,3,1,64,13,31,0,4, 384,1,0,0,0,0, 2, 158,3,250000,4,2,128,4,500
"2",23,459,6,0,1,329,97,2257,2320,4,3,1,64,13,31,0,5, 384,1,0,0,0,0, 2, 158,3,250000,4,2,128,4,500
"2",29,457,6,0,1,326,101,2257,2320,5,3,1,60,12,37,0,3, 384,1,0,0,0,0, 2, 160,3,250000,4,2,128,4,500
"2",18,459,6,0,0,330,99,2257,2320,5,3,1,61,11,36,0,4, 384,1,0,0,0,0, 2, 161,3,250000,4,2,128,4,500
"2",17,460,6,0,1,329,101,2257,2320,5,3,1,60,11,37,0,4, 384,1,0,0,0,0, 2, 161,3,250000,4,2,128,4,500
"2",9,460,6,0,0,336,95,2257,2320,5,3,1,35,12,62,0,3, 383,1,0,0,0,0, 2, 162,3,250000,4,2,128,4,500
"2",2,460,3,0,0,332,99,2256,2320,5,3,1,33,13,66,0,4, 382,1,0,0,0,0, 1, 165,3,250000,4,2,128,4,500
"2",19,464,6,0,1,330,101,2257,2320,5,3,1,65,13,30,0,4, 384,1,0,0,0,0, 2, 159,3,250000,4,2,128,4,500
"2",30,461,6,0,1,332,98,2257,2320,4,3,1,64,11,33,0,4, 385,1,0,0,0,0, 2, 161,3,250000,4,2,128,4,500
"2",16,464,6,0,1,335,97,2256,2320,5,3,1,65,12,31,0,4, 384,1,0,0,0,0, 2, 159,3,250000,4,2,128,4,500
"2",26,463,6,0,1,331,101,2257,2320,4,3,1,62,11,35,0,4, 384,1,0,0,0,0, 2, 160,3,250000,4,2,128,4,500
"2",20,463,8,0,0,332,101,2257,2320,6,3,1,60,8,38,0,4, 384,1,0,0,0,0, 2, 161,3,250000,4,2,128,4,500
"2",6,464,6,0,1,336,98,2257,2320,6,3,1,29,11,69,0,2, 382,1,0,0,0,0, 2, 164,3,250000,4,2,128,4,500
"2",21,465,6,0,1,333,101,2257,2320,6,3,1,61,12,37,0,3, 384,1,0,0,0,0, 2, 161,3,250000,4,2,128,4,500
"2",15,465,6,0,1,335,101,2256,2320,5,3,1,60,11,38,0,3, 383,1,0,0,0,0, 2, 162,3,250000,4,2,128,4,500
"2",24,466,6,0,1,334,101,2257,2320,5,3,1,61,11,36,0,4, 384,1,0,0,0,0, 2, 160,3,250000,4,2,128,4,500
"2",4,466,6,0,0,340,97,2256,2320,5,3,1,36,12,62,0,3, 382,1,0,0,0,0, 2, 163,3,250000,4,2,128,4,500
"2",14,467,6,0,1,331,105,2256,2320,5,3,1,60,12,37,0,4, 383,1,0,0,0,0, 2, 161,3,250000,4,2,128,4,500
