
experiment_id,rank,runtime,p2m,m2m,l2l,m2l,p2p,source_tree,target_tree,source_domain,target_domain,layout,ghost_exchange_v,ghost_exchange_v_runtime,ghost_exchange_u,gather_global_fmm,scatter_global_fmm,source_to_target_data,source_data,target_data,global_fmm,ghost_fmm_v,ghost_fmm_u,displacement_map,metadata_creation,expansion_order,n_points,local_depth,global_depth,block_size,n_threads,n_samples
"0",2,21,9,0,0,0,0,6299,11839,16,15,0,424,10,32,0,0, 390,1,0,0,0,0, 0, 534,3,1000000,4,1,128,4,500
"0",1,1977,9,0,0,160,1784,6299,11839,15,15,0,367,7,93,0,1, 386,1,0,0,0,0, 1, 541,3,1000000,4,1,128,4,500
"0",3,1976,9,0,0,161,1784,6299,11839,15,15,0,62,5,400,0,0, 386,1,0,0,0,0, 1, 543,3,1000000,4,1,128,4,500
"0",6,1975,9,0,0,163,1783,6299,11839,16,15,0,23,5,440,0,0, 386,1,0,0,0,0, 1, 544,3,1000000,4,1,128,4,500
"0",4,1978,9,0,0,160,1788,6299,11839,16,15,0,26,5,437,0,0, 386,1,0,0,0,0, 1, 544,3,1000000,4,1,128,4,500
"0",5,1979,9,0,0,161,1788,6299,11839,16,15,0,47,5,416,0,0, 386,1,0,0,0,0, 1, 543,3,1000000,4,1,128,4,500
"0",0,1985,9,0,0,159,1793,6299,11840,16,14,0,367,7,93,1,0, 387,1,0,0,0,0, 1, 540,3,1000000,4,1,128,4,500
"0",7,4046,9,0,0,312,3696,6299,11839,15,15,0,10,2,456,0,0, 386,1,0,0,0,0, 2, 547,3,1000000,4,1,128,4,500
"1",0,962,11,1,1,469,440,7690,7646,16,15,0,137,21,51,3,0, 381,0,0,0,0,0, 3, 327,3,1000000,4,2,128,4,500
"1",11,1292,15,1,2,661,583,7690,7646,17,14,0,40,10,155,0,3, 382,1,0,0,0,0, 3, 334,3,1000000,4,2,128,4,500
