depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
4,0,0,8,1922,0.000000000027796469038384202,0.0000000014982963101784915,0.000000006541327778324487,0,0,4706,295,0
4,0,0,9,2380,0.00000000006672791610113964,0.0000000001653466606364729,0.000000000571745268350071,0,0,9465,385,0
4,0,0.00000000001,8,1787,0.000000000027795631858381563,0.000000001498294858339944,0.0000000065413271026100564,0,0,4933,295,0
4,0,0.00000000001,9,2051,0.00000000006672819631982916,0.0000000001653468207655849,0.0000000005717423898446107,0,0,9622,385,0
4,0,0.000000001,8,1686,0.000000000027703123468089978,0.000000001498209972759679,0.0000000065412093931563065,0,0,4884,295,0
4,0,0.000000001,9,1992,0.00000000006668336132950685,0.00000000016531088196460745,0.0000000005716178566083881,0,0,9171,385,0
4,0,0.0000001,8,1691,0.000000000018463167778879504,0.0000000014915826971376604,0.000000006529637918680925,0,0,4575,287,0
4,0,0.0000001,9,2059,0.00000000006468652294802301,0.00000000016738506814807316,0.0000000005821071305050098,0,0,8640,353,0
4,0,0.00001,8,1990,0.000000000031227750671519476,0.0000000022278134461874185,0.000000006243579349973293,0,0,3928,232,0
4,0,0.00001,9,1815,0.000000000003667563508452495,0.0000000015707022968497257,0.000000005986515343614351,0,0,7685,244,0
4,1,0,8,2608,0.0000000000002888575586661591,0.0000000004797192383918425,0.00000000290925290974837,0,0,7749,295,0
4,1,0,9,2863,0.00000000000032822809573900957,0.000000000021569618888725563,0.00000000025502116477634094,0,0,14518,385,0
4,1,0.00000000001,8,1828,0.00000000000028871616974855454,0.00000000047971914072752,0.0000000029092521522469277,0,0,7867,295,0
4,1,0.00000000001,9,2193,0.00000000000032882979710608405,0.000000000021569645310640766,0.0000000002550206187833779,0,0,13806,385,0
4,1,0.000000001,8,1805,0.0000000000003328295120411985,0.0000000004797067833391335,0.0000000029091447385424306,0,0,7779,295,0
4,1,0.000000001,9,2128,0.0000000000002800919863730552,0.000000000021577564331353445,0.0000000002549882687003154,0,0,13603,385,0
4,1,0.0000001,8,1805,0.000000000004704292066560393,0.0000000004780339435663253,0.0000000028956225802987763,0,0,7846,295,0
4,1,0.0000001,9,1939,0.0000000000009150269792217021,0.00000000002083583507420196,0.0000000002528116677529915,0,0,13708,385,0
4,1,0.00001,8,1687,0.0000000000007065701352664124,0.0000000008081189862219268,0.0000000020752718001702377,0,0,7194,239,0
4,1,0.00001,9,1837,0.000000000004818387901663039,0.0000000014298400241707125,0.000000005368459322557217,0,0,11588,250,0
4,2,0,8,2791,0.000000000002276011433846302,0.00000000039774506617523886,0.00000000252485713657336,0,0,8857,295,0
4,2,0,9,3575,0.000000000000010377542953721828,0.000000000010902089186412972,0.00000000010994391018648366,0,0,17512,385,0
4,2,0.00000000001,8,2099,0.0000000000022787335928065926,0.0000000003977445613884002,0.0000000025248603180794145,0,0,8919,295,0
4,2,0.00000000001,9,2230,0.000000000000009956831752895271,0.00000000001090213203675583,0.0000000001099452736890719,0,0,17473,385,0
4,2,0.000000001,8,1945,0.0000000000023038061095461132,0.00000000039773469755108375,0.0000000025248788011145888,0,0,8971,295,0
4,2,0.000000001,9,2107,0.0000000000000046278232090922354,0.000000000010898518598099907,0.00000000010988588557633974,0,0,17355,385,0
4,2,0.0000001,8,1774,0.0000000000004245135262793722,0.0000000003960082631908138,0.0000000025136821723068854,0,0,8878,295,0
4,2,0.0000001,9,2075,0.00000000000003684379174116407,0.000000000010553728717440744,0.00000000010164472443280859,0,0,17468,385,0
4,2,0.00001,8,1770,0.0000000000062106294190997435,0.0000000014396307513939564,0.000000003006084095895905,0,0,8471,250,0
4,2,0.00001,9,2055,0.00000000000029682682833944157,0.0000000012783367058634403,0.00000000417841639420766,0,0,15538,259,0
