depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
4,0,0,5,1263,0.000000050741267996691916,0.000009714047089561322,0.00003153464785768287,0,5,632,49,1
4,0,0,6,1371,0.000000034066587062055454,0.000001023926950962021,0.000002639737977128964,0,5,854,76,1
4,0,0,7,1431,0.0000000005071206831532729,0.00000009913477206773581,0.0000003700981603957017,0,5,1265,109,1
4,0,0.00000000001,5,1231,0.000000050741267996691916,0.000009714047089336076,0.00003153464785724936,0,5,639,49,1
4,0,0.00000000001,6,1355,0.000000034066587499195295,0.000001023926950971749,0.000002639737977269477,0,5,817,76,1
4,0,0.00000000001,7,1442,0.0000000005071212569087719,0.00000009913477174253354,0.00000037009816025417284,0,5,1245,109,1
4,0,0.000000001,5,1278,0.00000005074076829850426,0.00000971404731275745,0.00003153464771447833,0,5,634,49,1
4,0,0.000000001,6,1365,0.00000003406669503559591,0.000001023927048071712,0.0000026397382199352948,0,5,800,76,1
4,0,0.000000001,7,1468,0.0000000005070874053343284,0.00000009913472420243337,0.00000037009803217053364,0,5,1232,109,1
4,0,0.0000001,5,1354,0.00000005071067658197815,0.000009714047060468055,0.00003153462364455534,0,5,606,49,1
4,0,0.0000001,6,1355,0.00000003402596831955882,0.000001023906855362705,0.000002639768697047761,0,5,825,76,1
4,0,0.0000001,7,1480,0.0000000005075038083877594,0.00000009913166196723953,0.0000003700922017466667,0,5,1219,109,1
4,0,0.00001,5,1318,0.000000050301841670864945,0.000009713937357908185,0.000031536990551004716,0,5,613,49,1
4,0,0.00001,6,1328,0.000000028828768784839872,0.0000010198714905987008,0.000002638796816654274,0,5,837,76,1
4,0,0.00001,7,1459,0.00000000046458229628270494,0.00000009853406830267273,0.00000037060265679955526,0,5,1278,109,1
4,1,0,5,1350,0.000000015468261684377707,0.00000090276026375113,0.000002513573340851756,0,5,861,76,1
4,1,0,6,1416,0.0000000011342113432118345,0.00000016325240160837494,0.0000005965286930371912,0,5,1324,109,1
4,1,0,7,1665,0.00000000018554273267908888,0.000000012171500727157227,0.00000004029540981007144,0,5,2289,148,1
4,1,0.00000000001,5,1357,0.000000015468260348050348,0.000000902760263046477,0.0000025135733415742393,0,5,861,76,1
4,1,0.00000000001,6,1485,0.000000001134210772411803,0.00000016325240162359482,0.0000005965286916780597,0,5,1401,109,1
4,1,0.00000000001,7,1593,0.00000000018554330438547114,0.000000012171500881832364,0.000000040295408818081926,0,5,2322,148,1
4,1,0.000000001,5,1351,0.00000001546837066929776,0.0000009027603159881275,0.0000025135733223561786,0,5,854,76,1
4,1,0.000000001,6,1398,0.0000000011341108824062964,0.00000016325235841776254,0.0000005965285001915393,0,5,1438,109,1
4,1,0.000000001,7,1525,0.00000000018565450127682197,0.000000012171445708718002,0.00000004029526625501709,0,5,2293,148,1
4,1,0.0000001,5,1290,0.000000015386881575517892,0.0000009027593092578041,0.0000025135422130840916,0,5,862,76,1
4,1,0.0000001,6,1345,0.0000000011326858801277384,0.00000016324066962210675,0.0000005964466928612051,0,5,1377,109,1
4,1,0.0000001,7,1412,0.00000000018874786158468036,0.000000012171514950295126,0.00000004028938106463987,0,5,2286,148,1
4,1,0.00001,5,1364,0.000000009362986337979417,0.0000009018776402446993,0.0000025106405529376992,0,5,867,76,1
4,1,0.00001,6,1404,0.0000000022271251589661743,0.00000016204853365927377,0.0000005822635586250312,0,5,1447,109,1
4,1,0.00001,7,1442,0.00000000015011367540776196,0.000000013052165944375049,0.00000004044000376084986,0,5,2384,148,1
4,2,0,5,1322,0.0000000015387721238730426,0.0000004697558608909805,0.00000161952937350587,0,5,1158,97,1
4,2,0,6,1471,0.0000000006039410696746662,0.00000007885496830268968,0.00000043416358892444446,0,5,1924,148,1
4,2,0,7,1609,0.00000000004329322901073682,0.000000003734107944633156,0.000000015502813741147837,0,5,3808,193,1
4,2,0.00000000001,5,1425,0.0000000015387710006490205,0.00000046975586073614597,0.0000016195293729598789,0,5,1174,97,1
4,2,0.00000000001,6,1456,0.0000000006039422429065736,0.00000007885496850097572,0.000000434163588241189,0,5,1991,148,1
4,2,0.00000000001,7,1545,0.00000000004329420572074004,0.000000003734108689066761,0.000000015502812001080238,0,5,3651,193,1
4,2,0.000000001,5,1317,0.0000000015386065887328086,0.0000004697558179774789,0.000001619529179542498,0,5,1108,97,1
4,2,0.000000001,6,1497,0.0000000006039510421458796,0.00000007885491283558797,0.00000043416374402343946,0,5,1915,148,1
4,2,0.000000001,7,1479,0.000000000043343180750901367,0.00000000373414216949745,0.00000001550284100220688,0,5,3744,193,1
4,2,0.0000001,5,1376,0.0000000015295580364149467,0.0000004697808440998212,0.000001619499247622706,0,5,1189,97,1
4,2,0.0000001,6,1386,0.0000000006069323710767272,0.00000007885221611439339,0.0000004341704028947403,0,5,1980,148,1
4,2,0.0000001,7,1500,0.000000000050333215183976623,0.000000003737461952807274,0.000000015505623370296893,0,5,3670,193,1
4,2,0.00001,5,1342,0.0000000029219414924511746,0.0000004741806130316064,0.0000016166545197865722,0,5,1200,97,1
4,2,0.00001,6,1462,0.000000001149643111884167,0.00000007837779832687164,0.00000043589487237160914,0,5,2030,148,1
4,2,0.00001,7,1452,0.000000000009432415643134684,0.000000003182359028964388,0.000000014622336636968606,0,5,3703,193,1
