depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,rel_l2_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
4,0,0,2,579,0.034881216,0.04023055,0.053912647,0.038656566,0,5,434,4,1
4,0,0,3,619,0.00047892344,0.0007744486,0.0010716659,0.0007886685,0,5,468,13,1
4,0,0,4,747,0,0.000026743848,0.00015032286,0.000037734393,0,5,487,28,1
4,0,0.0000001,2,593,0.03488097,0.040230483,0.053912647,0.0386565,0,5,459,4,1
4,0,0.0000001,3,580,0.00047892344,0.0007745534,0.0010718914,0.0007887745,0,5,486,13,1
4,0,0.0000001,4,562,0,0.000026742164,0.00015032286,0.00003773225,0,5,515,28,1
4,0,0.00001,2,585,0.034881134,0.040230524,0.053912647,0.038656536,0,5,462,4,1
4,0,0.00001,3,932,0.00047892344,0.0007745282,0.0010717411,0.0007887466,0,5,460,13,1
4,0,0.00001,4,612,0.000000078164156,0.000026628202,0.00015017255,0.000037628666,0,5,541,28,1
4,0,0.001,2,569,0.034880888,0.040230304,0.053912375,0.03865636,0,5,455,4,1
4,0,0.001,3,586,0.00047859797,0.00077443104,0.0010716659,0.0007886592,0,5,465,13,1
4,0,0.001,4,585,0.00000037711024,0.000026365795,0.00014987195,0.000037374986,0,5,491,28,1
4,0,0.1,2,851,0.037083875,0.043111887,0.058031693,0.04131253,0,5,458,4,1
4,0,0.1,3,586,0.0014904033,0.0017654343,0.00198106,0.0017632919,0,5,460,13,1
4,0,0.1,4,565,0.00007788501,0.00023755082,0.00033634147,0.00024148222,0,5,496,25,1
4,1,0,2,730,0.033057556,0.035046846,0.036783446,0.03629049,0,5,464,7,1
4,1,0,3,719,0.00000015478608,0.000033807348,0.000112558395,0.00004046924,0,5,497,25,1
4,1,0,4,635,0.0000005312573,0.00001682591,0.000054652202,0.000020637362,0,5,554,49,1
4,1,0.0000001,2,577,0.033057623,0.035046954,0.036783595,0.036290612,0,5,463,7,1
4,1,0.0000001,3,582,0.00000015478608,0.000033805896,0.00011248305,0.00004046385,0,5,480,25,1
4,1,0.0000001,4,576,0.00000045536342,0.000016842354,0.00005472769,0.000020651947,0,5,542,49,1
4,1,0.00001,2,565,0.033057623,0.03504694,0.036783595,0.036290586,0,5,462,7,1
4,1,0.00001,3,582,0.00000007739302,0.000033776916,0.00011248305,0.000040444185,0,5,480,25,1
4,1,0.00001,4,574,0.00000045536342,0.000016806855,0.00005450122,0.000020618832,0,5,553,49,1
4,1,0.001,2,547,0.033057347,0.03504642,0.036782634,0.03629003,0,5,463,7,1
4,1,0.001,3,667,0.00000061766775,0.000034550223,0.00011572306,0.00004116527,0,5,486,25,1
4,1,0.001,4,832,0,0.000017017966,0.000055105145,0.000020840364,0,5,604,49,1
4,1,0.1,2,572,0.031949796,0.033724736,0.035236213,0.0348776,0,5,458,7,1
4,1,0.1,3,565,0.0002700604,0.0004936471,0.0006789562,0.0004992865,0,5,478,25,1
4,1,0.1,4,573,0.00002287716,0.00010863899,0.00016137905,0.000111067944,0,5,541,30,1
4,2,0,2,557,0.004223174,0.0056620883,0.007268388,0.005708292,0,5,474,7,1
4,2,0,3,565,0.00001601363,0.000093343144,0.00018912533,0.000096922966,0,5,503,25,1
4,2,0,4,577,0.00000022187362,0.000013562057,0.000047356574,0.000016615082,0,5,643,55,1
4,2,0.0000001,2,558,0.004223248,0.005662215,0.007268538,0.0057084183,0,5,524,7,1
4,2,0.0000001,3,570,0.000016257496,0.000093607836,0.0001895061,0.00009717849,0,5,576,25,1
4,2,0.0000001,4,612,0.00000059166274,0.000013432379,0.00004758207,0.000016508635,0,5,673,55,1
4,2,0.00001,2,560,0.004223174,0.005662059,0.007268388,0.005708262,0,5,518,7,1
4,2,0.00001,3,573,0.00001593234,0.00009324477,0.00018912533,0.000096826836,0,5,643,25,1
4,2,0.00001,4,658,0.00000044374713,0.00001349031,0.00004758207,0.00001655689,0,5,684,55,1
4,2,0.001,2,557,0.0042227306,0.0056614666,0.007268014,0.005707662,0,5,530,7,1
4,2,0.001,3,592,0.0000191839,0.000095341304,0.00019087683,0.00009882412,0,5,687,25,1
4,2,0.001,4,627,0.00000029583146,0.00001349095,0.00004758207,0.000016559656,0,5,676,55,1
4,2,0.1,2,561,0.00307972,0.0042793737,0.006004586,0.0043173493,0,5,570,7,1
4,2,0.1,3,635,0.000293292,0.000410533,0.0004792365,0.00041142077,0,5,618,25,1
4,2,0.1,4,585,0.0000025150266,0.000033392942,0.000075683136,0.000035931957,0,5,690,33,1
