depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,rel_l2_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
5,0,0,2,219,0.054141697,0.057894386,0.062661245,0.05471462,0,20,1353,4,1
5,0,0,3,233,0.000023252223,0.00021414927,0.00041101695,0.00024201379,0,20,1340,13,1
5,0,0,4,287,0.000059459246,0.00010591256,0.00012641921,0.00010718452,0,20,1312,28,1
5,0,0.0000001,2,203,0.054141868,0.05789457,0.06266152,0.054714784,0,20,1309,4,1
5,0,0.0000001,3,245,0.000023010009,0.0002138875,0.00041086067,0.00024176676,0,20,1329,13,1
5,0,0.0000001,4,271,0.000059459246,0.00010595,0.00012649951,0.000107224005,0,20,1314,28,1
5,0,0.00001,2,204,0.054141868,0.05789451,0.06266152,0.054714736,0,20,1255,4,1
5,0,0.00001,3,238,0.000023010009,0.00021395304,0.00041086067,0.00024182323,0,20,1277,13,1
5,0,0.00001,4,284,0.000058983598,0.000105552055,0.00012609798,0.00010683186,0,20,1301,28,1
5,0,0.001,2,205,0.054141697,0.057894383,0.062661245,0.05471462,0,20,1257,4,1
5,0,0.001,3,236,0.00002292927,0.0002139203,0.00041086067,0.00024179884,0,20,1277,13,1
5,0,0.001,4,270,0.00005850795,0.0001051586,0.00012569645,0.000106445324,0,20,1274,28,1
5,0,0.1,2,201,0.057411533,0.061569713,0.0668194,0.057987005,0,20,1252,4,1
5,0,0.1,3,237,0.0010100239,0.0012061404,0.0013217366,0.0012087225,0,20,1273,13,1
5,0,0.1,4,290,0.0001487613,0.00019875895,0.00024171516,0.00019965865,0,20,1279,28,1
5,1,0,2,209,0.0470638,0.04797748,0.049052384,0.050388392,0,20,1272,7,1
5,1,0,3,271,0.0001014915,0.00012412728,0.00016092003,0.00012496958,0,20,1302,25,1
5,1,0,4,391,0.00000079997506,0.000014277508,0.000044083685,0.000017457272,0,20,1376,49,1
5,1,0.0000001,2,218,0.0470638,0.04797753,0.049052384,0.050388437,0,20,1237,7,1
5,1,0.0000001,3,280,0.00010156957,0.0001241835,0.00016107854,0.0001250284,0,20,1289,25,1
5,1,0.0000001,4,399,0.00000087997245,0.000014310554,0.0000439251,0.000017464585,0,20,1374,49,1
5,1,0.00001,2,351,0.0470638,0.047977477,0.049052384,0.05038839,0,20,1265,7,1
5,1,0.00001,3,364,0.0001014915,0.00012398684,0.00016092003,0.00012483228,0,20,1270,25,1
5,1,0.00001,4,406,0.0000011999621,0.000014372659,0.000043766522,0.00001749283,0,20,1390,49,1
5,1,0.001,2,256,0.047062363,0.047975857,0.049050327,0.0503866,0,20,1239,7,1
5,1,0.001,3,357,0.000097710865,0.00011997653,0.0001569571,0.0001208445,0,20,1289,25,1
5,1,0.001,4,346,0.000000399988,0.000013916727,0.000045352335,0.000017334474,0,20,1410,49,1
5,1,0.1,2,229,0.045514513,0.046399925,0.04731297,0.048651867,0,20,1285,7,1
5,1,0.1,3,245,0.0004340147,0.00048043416,0.00052352605,0.00048054336,0,20,1347,25,1
5,1,0.1,4,296,0.00009565508,0.00014265713,0.00018079953,0.000143898,0,20,1421,30,1
5,2,0,2,211,0.006695881,0.0075272103,0.008084691,0.0075901095,0,20,1305,7,1
5,2,0,3,283,0.000009429281,0.00005248706,0.000087064895,0.00005660041,0,20,1377,25,1
5,2,0,4,433,0.0000015980419,0.000012690286,0.0000456695,0.000016632912,0,20,1599,55,1
5,2,0.0000001,2,226,0.006695881,0.0075272927,0.008084848,0.0075901933,0,20,1287,7,1
5,2,0.0000001,3,277,0.000009429281,0.00005255724,0.00008722108,0.00005667257,0,20,1365,25,1
5,2,0.0000001,4,412,0.0000013583359,0.000012675804,0.00004582808,0.000016663396,0,20,1566,55,1
5,2,0.00001,2,225,0.0066957246,0.007527154,0.008084612,0.0075900536,0,20,1307,7,1
5,2,0.00001,3,267,0.000009266705,0.000052346546,0.0000869868,0.000056473316,0,20,1362,25,1
5,2,0.00001,4,373,0.0000013583359,0.000012662142,0.0000456695,0.00001662177,0,20,1529,55,1
5,2,0.001,2,221,0.0066950987,0.0075265677,0.008083983,0.0075894585,0,20,1295,7,1
5,2,0.001,3,290,0.000012355646,0.00005503681,0.00008940766,0.000058939782,0,20,1392,25,1
5,2,0.001,4,404,0.0000013583359,0.000012699907,0.00004582808,0.000016662221,0,20,1603,55,1
5,2,0.1,2,329,0.0050458717,0.0058454685,0.006377216,0.0058886474,0,20,1330,7,1
5,2,0.1,3,334,0.00040435177,0.0004355879,0.00047092565,0.0004355838,0,20,1394,25,1
5,2,0.1,4,383,0.000020378855,0.000059071743,0.00009451511,0.000061581035,0,20,1539,33,1
