
rank, runtime, p2m, m2m, l2l, m2l, p2p, source_tree, target_tree, source_domain, target_domain, layout, ghost_exchange_v, ghost_exchange_u, gather_global_fmm, scatter_global_fmm, source_to_target_data, source_data, target_data, global_fmm, ghost_fmm_v, ghost_fmm_u expansion_order, n_points, local_depth, global_depth, block_size, n_threads, n_samples
1, 482, 119, 10, 0, 0, 0, 12045, 12066, 15, 13, 0, 351, 62, 0, 0, 374, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
0, 3264, 0, 0, 6, 1991, 1047, 12045, 12067, 14, 13, 0, 170, 440, 14, 0, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
6, 5397, 55, 3, 11, 4102, 1064, 12045, 12066, 14, 13, 0, 106, 437, 18, 0, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
2, 5473, 56, 4, 11, 4187, 1057, 12045, 12066, 14, 13, 0, 106, 438, 0, 16, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
3, 5576, 56, 4, 8, 4281, 1060, 12045, 12066, 14, 13, 0, 112, 429, 0, 19, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
4, 5623, 55, 4, 11, 4335, 1061, 12045, 12066, 15, 13, 0, 103, 441, 16, 0, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
5, 5657, 56, 4, 11, 4350, 1064, 12045, 12066, 15, 13, 0, 117, 426, 0, 18, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
7, 10787, 56, 4, 17, 8460, 2083, 12045, 12067, 15, 13, 0, 99, 456, 0, 0, 368, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 100,
0, 546, 0, 0, 0, 0, 0, 12107, 12026, 14, 13, 0, 0, 0, 545, 0, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
3, 908, 0, 0, 6, 643, 129, 12107, 12026, 15, 14, 0, 109, 419, 0, 11, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
7, 1824, 13, 3, 8, 1208, 132, 12107, 12025, 16, 13, 0, 393, 70, 0, 56, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
4, 1829, 23, 7, 6, 1221, 131, 12108, 12025, 15, 13, 0, 375, 70, 56, 0, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
6, 1834, 17, 3, 8, 1220, 132, 12107, 12025, 15, 13, 0, 386, 70, 2, 56, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
2, 1837, 28, 7, 5, 1227, 132, 12108, 12025, 14, 14, 0, 370, 70, 46, 11, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
1, 1842, 18, 4, 8, 1228, 132, 12107, 12026, 16, 14, 0, 385, 71, 0, 57, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
5, 2796, 10, 3, 13, 2400, 263, 12107, 12026, 15, 13, 0, 91, 426, 0, 0, 368, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 100,
1, 492, 56, 4, 0, 0, 0, 6298, 12067, 15, 14, 0, 431, 35, 0, 0, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
4, 573, 55, 4, 0, 0, 0, 6298, 12067, 15, 14, 0, 433, 34, 78, 0, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
7, 5526, 56, 4, 10, 3877, 1061, 6298, 12067, 15, 14, 0, 420, 63, 0, 61, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
0, 5603, 56, 4, 11, 3942, 1070, 6297, 12067, 15, 14, 0, 422, 60, 62, 0, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
6, 5703, 56, 4, 11, 4046, 1070, 6298, 12067, 15, 14, 0, 418, 65, 0, 61, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
3, 5911, 56, 4, 11, 4257, 1066, 6298, 12067, 15, 14, 0, 417, 65, 0, 62, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
5, 10292, 56, 4, 17, 7947, 2081, 6298, 12067, 14, 14, 0, 115, 419, 0, 5, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
2, 10470, 57, 4, 13, 8144, 2089, 6298, 12067, 15, 14, 0, 95, 443, 0, 0, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 100,
6, 523, 13, 4, 0, 0, 0, 6284, 12223, 15, 14, 0, 427, 42, 78, 0, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
0, 533, 11, 3, 0, 0, 0, 6284, 12223, 15, 14, 0, 431, 38, 85, 0, 374, 1, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
5, 1856, 12, 3, 8, 1210, 133, 6284, 12223, 15, 14, 0, 416, 70, 0, 63, 368, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
1, 1526, 11, 3, 8, 1218, 132, 6284, 12223, 15, 14, 0, 122, 405, 0, 24, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
3, 1531, 11, 3, 8, 1229, 132, 6284, 12223, 14, 14, 0, 115, 411, 0, 24, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
2, 1527, 16, 3, 8, 1230, 131, 6284, 12223, 15, 14, 0, 107, 417, 0, 21, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
7, 2841, 17, 3, 13, 2424, 262, 6284, 12223, 16, 14, 0, 102, 432, 0, 5, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
4, 2824, 10, 3, 12, 2428, 261, 6284, 12223, 15, 14, 0, 95, 451, 0, 0, 367, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 100,
3, 0, 0, 0, 0, 0, 0, 12291, 12040, 14, 14, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
0, 3392, 0, 0, 6, 2088, 1045, 12291, 12041, 14, 14, 0, 198, 417, 19, 0, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
5, 5315, 56, 4, 11, 3980, 1067, 12291, 12040, 14, 14, 0, 140, 408, 0, 22, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
1, 5698, 119, 8, 6, 4025, 1062, 12291, 12040, 14, 14, 0, 372, 59, 0, 69, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
2, 5884, 56, 4, 12, 4206, 1068, 12291, 12040, 14, 14, 0, 436, 69, 0, 64, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
7, 5946, 56, 4, 10, 4270, 1069, 12291, 12040, 14, 14, 0, 436, 69, 0, 64, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
4, 5998, 119, 10, 6, 4331, 1070, 12292, 12040, 14, 14, 0, 361, 72, 63, 0, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
6, 10141, 56, 3, 13, 7802, 2099, 12291, 12040, 14, 14, 0, 100, 464, 0, 0, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 2, 1000,
0, 513, 13, 4, 0, 0, 0, 6308, 12151, 15, 14, 0, 417, 38, 78, 0, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
6, 1498, 13, 3, 8, 1225, 131, 6309, 12150, 15, 14, 0, 97, 419, 12, 0, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
5, 1515, 13, 3, 8, 1229, 132, 6309, 12150, 15, 14, 0, 106, 406, 0, 14, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
1, 1519, 11, 3, 8, 1234, 130, 6309, 12150, 15, 14, 0, 108, 406, 0, 15, 368, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
3, 1519, 11, 3, 8, 1235, 131, 6309, 12150, 15, 14, 0, 105, 408, 0, 16, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
4, 1505, 12, 3, 8, 1233, 132, 6309, 12150, 15, 14, 0, 95, 421, 13, 0, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
2, 1508, 15, 3, 8, 1237, 131, 6309, 12150, 16, 14, 0, 92, 420, 0, 14, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
7, 2844, 18, 3, 13, 2447, 262, 6309, 12150, 15, 14, 0, 88, 429, 0, 0, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 128. 16, 1000,
5, 472, 55, 4, 0, 0, 0, 12080, 12087, 15, 14, 0, 411, 43, 0, 0, 375, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
2, 3579, 0, 0, 5, 2321, 1044, 12080, 12088, 15, 14, 0, 160, 421, 0, 12, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
3, 5434, 56, 4, 11, 4158, 1051, 12080, 12087, 14, 14, 0, 100, 410, 0, 18, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
1, 5808, 56, 4, 11, 4178, 1061, 12080, 12087, 14, 14, 0, 397, 68, 0, 63, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
0, 5860, 56, 4, 11, 4228, 1063, 12080, 12087, 14, 14, 0, 397, 67, 63, 0, 379, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
6, 5870, 119, 10, 6, 4248, 1065, 12080, 12087, 15, 14, 0, 327, 71, 57, 0, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
4, 5554, 56, 4, 11, 4285, 1055, 12080, 12087, 15, 14, 0, 91, 421, 16, 0, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
7, 10704, 56, 4, 17, 8381, 2083, 12080, 12087, 14, 14, 0, 95, 428, 0, 0, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 2, 1000,
4, 500, 12, 3, 0, 0, 0, 6298, 12073, 17, 14, 0, 406, 33, 77, 0, 373, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
6, 1817, 11, 3, 8, 1204, 132, 6298, 12073, 17, 14, 0, 392, 61, 0, 57, 369, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
0, 1836, 17, 3, 8, 1217, 132, 6298, 12073, 16, 14, 0, 388, 58, 59, 0, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
7, 1833, 11, 3, 9, 1219, 132, 6298, 12073, 17, 14, 0, 393, 62, 0, 57, 371, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
2, 1841, 19, 3, 8, 1224, 132, 6298, 12073, 15, 14, 0, 387, 58, 0, 59, 372, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
3, 1849, 15, 3, 8, 1232, 132, 6298, 12073, 16, 14, 0, 389, 58, 0, 59, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
1, 1857, 16, 3, 8, 1240, 132, 6298, 12073, 16, 14, 0, 389, 58, 0, 59, 370, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
5, 2826, 12, 4, 13, 2435, 262, 6298, 12073, 16, 14, 0, 87, 418, 0, 0, 368, 0, 0, 0, 0, 0 3, 1000000, 5, 1. 256. 16, 1000,
1, 1391, 423, 40, 0, 0, 0, 13222, 13235, 14, 14, 0, 926, 129, 0, 0, 369, 0, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
6, 2072, 427, 40, 0, 0, 0, 13222, 13235, 14, 14, 0, 927, 130, 674, 0, 367, 1, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
0, 20414, 0, 0, 86, 17929, 992, 13222, 13236, 15, 14, 0, 1253, 829, 115, 0, 371, 0, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
2, 36418, 441, 42, 97, 33129, 1148, 13222, 13235, 15, 14, 0, 968, 156, 0, 553, 367, 1, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
3, 37575, 445, 42, 95, 34285, 1148, 13222, 13235, 14, 14, 0, 961, 158, 0, 558, 369, 0, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
5, 38031, 874, 88, 93, 34772, 1124, 13222, 13235, 15, 14, 0, 456, 146, 0, 583, 370, 0, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
7, 65288, 367, 37, 193, 61547, 2215, 13222, 13236, 14, 14, 0, 835, 843, 0, 20, 368, 0, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
4, 69494, 403, 37, 214, 65728, 2244, 13222, 13236, 14, 14, 0, 796, 867, 0, 0, 368, 0, 0, 0, 0, 0 3, 1000000, 6, 1. 128. 2, 100,
