
experiment_id, rank, runtime, p2m, m2m, l2l, m2l, p2p, source_tree, target_tree, source_domain, target_domain, layout, ghost_exchange_v, ghost_exchange_u, gather_global_fmm, scatter_global_fmm, source_to_target_data, source_data, target_data, global_fmm, ghost_fmm_v, ghost_fmm_u expansion_order, n_points, local_depth, global_depth, block_size, n_threads, n_samples
"0_0_0_0", 3, 484, 9, 0, 0, 158, 191, 4677, 4616, 9, 7, 1, 104, 41, 0, 11, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 0, 829, 9, 0, 1, 327, 364, 4677, 4616, 8, 7, 1, 106, 39, 9, 0, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 16, 812, 9, 0, 0, 324, 365, 4677, 4616, 9, 7, 1, 91, 56, 6, 1, 374, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 9, 813, 9, 0, 0, 321, 371, 4678, 4616, 9, 7, 0, 91, 56, 0, 8, 375, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 27, 813, 9, 0, 1, 327, 366, 4678, 4616, 9, 7, 0, 89, 58, 0, 8, 377, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 5, 746, 5, 0, 0, 327, 366, 4677, 4616, 9, 7, 1, 31, 125, 0, 3, 375, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 13, 817, 9, 0, 1, 328, 366, 4677, 4616, 9, 7, 1, 92, 55, 0, 8, 375, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 30, 816, 9, 0, 1, 325, 373, 4678, 4616, 8, 7, 0, 89, 60, 0, 7, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 10, 817, 11, 0, 0, 325, 374, 4677, 4616, 8, 7, 0, 87, 60, 1, 5, 377, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 2, 755, 4, 0, 1, 326, 374, 4677, 4616, 8, 7, 1, 34, 123, 0, 4, 378, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 8, 816, 9, 0, 1, 326, 374, 4678, 4616, 8, 7, 0, 88, 62, 0, 5, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 26, 818, 9, 0, 0, 321, 383, 4677, 4616, 8, 7, 1, 87, 64, 0, 5, 376, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 18, 824, 14, 1, 0, 330, 374, 4678, 4616, 8, 7, 0, 86, 58, 2, 4, 377, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 14, 821, 9, 0, 1, 330, 375, 4677, 4616, 8, 7, 1, 88, 61, 0, 6, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 29, 815, 9, 0, 0, 324, 381, 4677, 4616, 9, 7, 0, 83, 67, 0, 5, 376, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 1, 833, 9, 0, 0, 325, 379, 4677, 4616, 9, 7, 1, 96, 50, 0, 10, 380, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 6, 820, 9, 0, 0, 325, 381, 4677, 4616, 8, 7, 1, 86, 64, 0, 5, 376, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 24, 824, 9, 0, 0, 325, 382, 4677, 4616, 9, 7, 1, 89, 61, 0, 5, 377, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 19, 768, 9, 0, 1, 328, 380, 4677, 4616, 9, 7, 0, 33, 118, 0, 4, 375, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 12, 818, 9, 0, 1, 325, 384, 4677, 4616, 9, 7, 0, 81, 69, 0, 5, 376, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 22, 825, 9, 0, 0, 329, 379, 4678, 4616, 8, 7, 1, 86, 63, 0, 6, 375, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 17, 820, 9, 0, 0, 329, 381, 4677, 4616, 9, 7, 1, 82, 68, 0, 5, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 21, 820, 9, 0, 0, 327, 383, 4677, 4616, 9, 7, 0, 81, 69, 0, 5, 374, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 25, 822, 9, 0, 0, 325, 386, 4677, 4616, 9, 7, 1, 82, 68, 0, 5, 377, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 15, 824, 9, 0, 0, 323, 389, 4677, 4616, 9, 7, 1, 84, 66, 0, 6, 375, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 7, 825, 9, 0, 0, 329, 384, 4677, 4616, 9, 7, 1, 83, 66, 0, 5, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 11, 827, 9, 0, 0, 322, 395, 4677, 4616, 8, 7, 1, 81, 69, 0, 5, 374, 0, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 23, 844, 11, 0, 0, 328, 394, 4677, 4616, 9, 7, 1, 89, 56, 0, 8, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
"0_0_0_0", 28, 835, 9, 0, 1, 326, 397, 4677, 4616, 9, 7, 1, 83, 67, 0, 5, 376, 1, 0, 0, 0, 0 3, 500000, 4, 2. 256. 4, 5000,
