depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
4,0,0,10,3178,0.00000000000028321357123442597,0.0000000002334923867024388,0.0000000011231276723583126,0,20,5809,244,1
4,0,0,11,3394,0.00000000000016519105836800018,0.00000000004229567465854483,0.0000000001622270813869256,0,20,9527,301,1
4,0,0.00000000001,10,2962,0.00000000000028394823678886005,0.0000000002334931624629631,0.0000000011231273046551911,0,20,5706,244,1
4,0,0.00000000001,11,3344,0.0000000000001644568758863645,0.00000000004229554853525947,0.0000000001622281816007693,0,20,9824,301,1
4,0,0.000000001,10,2983,0.000000000000377985427756416,0.00000000023349534350836647,0.0000000011229585289224782,0,20,5829,244,1
4,0,0.000000001,11,3154,0.00000000000020575114693028747,0.00000000004231048452797158,0.00000000016223404940793572,0,20,9553,301,1
4,0,0.0000001,10,3024,0.00000000000027508807418179185,0.0000000002394815851685949,0.0000000011341019558675515,0,20,5746,244,1
4,0,0.0000001,11,3288,0.00000000000005666506148418007,0.00000000004417701049768696,0.0000000001728096716114239,0,20,9995,301,1
4,0,0.00001,10,2990,0.00000000027491890652792977,0.0000000015826981100436573,0.000000005941058246726392,0,20,5639,233,1
4,0,0.00001,11,3179,0.000000000007241321416842338,0.0000000011921175728828536,0.000000006061533799682107,0,20,10436,243,1
4,1,0,10,3546,0.00000000000017469981897221954,0.000000000050803148200803254,0.00000000016121292518627294,0,20,13573,301,1
4,1,0,11,3720,0.00000000000007068755034929658,0.000000000010747596026585629,0.000000000035977374807672305,0,20,23091,364,1
4,1,0.00000000001,10,3278,0.00000000000017672053191511552,0.00000000005080221725226917,0.00000000016121164004475644,0,20,12611,301,1
4,1,0.00000000001,11,3348,0.00000000000006958592618800876,0.000000000010747525048582718,0.000000000035976824812643576,0,20,23121,364,1
4,1,0.000000001,10,3160,0.000000000000175802026031981,0.00000000005081833409658433,0.00000000016107100884452254,0,20,12758,301,1
4,1,0.000000001,11,3541,0.0000000000000499402953117048,0.000000000010690041980639974,0.000000000035922375304799885,0,20,22888,364,1
4,1,0.0000001,10,3309,0.0000000000005950478672871005,0.00000000004297888270005989,0.00000000016614841938458456,0,20,12503,301,1
4,1,0.0000001,11,3469,0,0.000000000004580157594888072,0.000000000027466655248683148,0,20,22691,364,1
4,1,0.00001,10,3167,0.00000000005382683301838491,0.0000000014231260961712754,0.0000000056319662497651655,0,20,11950,239,1
4,1,0.00001,11,3437,0.0000000000020088588435443825,0.0000000011703734352212188,0.000000006124377645483456,0,20,21327,243,1
4,2,0,10,5296,0.00000000000003136751698070611,0.00000000001646440341006868,0.0000000000730257310300828,0,20,19097,364,1
4,2,0,11,4957,0.000000000000012275367137096749,0.00000000000354790086162002,0.000000000017962868199100192,0,20,30697,433,1
4,2,0.00000000001,10,3912,0.00000000000003448592510159513,0.00000000001646643406729593,0.0000000000730257310300828,0,20,19325,364,1
4,2,0.00000000001,11,4067,0.000000000000012641796006860826,0.000000000003547425777401964,0.00000000001796121767214921,0,20,31393,433,1
4,2,0.000000001,10,3667,0.0000000000000034865314158489224,0.000000000016451437084683563,0.00000000007319298442780079,0,20,18839,364,1
4,2,0.000000001,11,3824,0.0000000000000009160794836759697,0.0000000000035231094309790666,0.00000000001790363262074828,0,20,30534,433,1
4,2,0.0000001,10,3518,0.0000000000000045807356700199025,0.000000000007282219823258703,0.00000000003261522656207851,0,20,19020,364,1
4,2,0.0000001,11,4018,0.0000000000011209789854502739,0.0000000000065958237924671956,0.0000000000115180910235747,0,20,30088,417,1
4,2,0.00001,10,3612,0.0000000000007529922193288936,0.0000000012209334679200022,0.0000000063733846250531645,0,20,17636,243,1
4,2,0.00001,11,3661,0.000000000025346245697853695,0.000000001413498710656959,0.0000000058788828354452905,0,20,27471,243,1
