depth,expansion_order,block_size,runtime,min_rel_err,mean_rel_err,max_rel_err,rel_l2_err,setup_time
4,10,32,1853,0.0000000000005858423417081946,0.000000000014318952674526936,0.00000000009358838086157819,0.000000000018006086872929633,2648
