depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,rel_l2_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
6,0,0.0,4,2793,7.6439355e-05,0.00015457728,0.00022920404,0.00016214211,0,5,10674,28,1
6,0,1e-07,4,2596,7.595044e-05,0.00015424017,0.00022879746,0.00016183592,0,5,11245,28,1
6,0,1e-05,4,2584,7.660232e-05,0.00015480968,0.00022936668,0.00016236695,0,5,10642,28,1
6,0,0.001,4,2453,7.5461525e-05,0.00015384502,0.00022839087,0.0001614787,0,5,11209,28,1
6,0,0.1,4,2307,0.00010186603,0.0001739418,0.00025548023,0.00018121242,0,5,11482,25,1
6,2,0.0,3,2909,1.7944601e-05,0.00011256409,0.00019415516,0.00012566122,0,5,10936,25,1
6,2,1e-07,3,2391,1.7863405e-05,0.000112552494,0.00019415516,0.00012565956,0,5,10921,25,1
6,2,1e-05,3,2406,1.7944601e-05,0.00011259897,0.0001943178,0.00012570909,0,5,10607,25,1
6,2,0.001,3,2365,1.5265132e-05,0.000109739194,0.00019139018,0.00012312157,0,5,11244,25,1
6,2,0.1,3,2320,0.00022914638,0.00031159117,0.0004030706,0.00031645648,0,5,11321,25,1
5,1,0.0,3,4417,5.636312e-07,0.00013269814,0.00033047434,0.00015390843,0,5,3852,25,1
5,1,1e-07,3,4225,5.636312e-07,0.0001326794,0.00033031788,0.00015388711,0,5,3838,25,1
5,1,1e-05,3,4320,4.8311244e-07,0.00013268762,0.00033047434,0.00015389493,0,5,3897,25,1
5,1,0.001,3,4258,9.508514e-07,0.00013225693,0.00032757982,0.0001533508,0,5,3948,25,1
5,1,0.1,3,4296,0.00020850761,0.0005651768,0.00084469235,0.0005870571,0,5,4298,25,1
5,2,0.0,4,4533,8.0558584e-07,0.00012777801,0.00029674172,0.00014846891,0,5,3967,55,1
5,2,1e-07,4,4356,8.0558584e-07,0.0001277873,0.00029674172,0.00014847408,0,5,3938,55,1
5,2,1e-05,4,4329,6.441492e-07,0.00012776238,0.00029666422,0.00014845256,0,5,4072,55,1
5,2,0.001,4,4398,8.0558584e-07,0.0001277534,0.00029666422,0.00014843613,0,5,4056,55,1
5,2,0.1,4,4272,4.2088177e-06,0.00013587714,0.00031040763,0.000159494,0,5,4470,33,1
