
experiment_id, rank, runtime, p2m, m2m, l2l, m2l, p2p, source_tree, target_tree, source_domain, target_domain, layout, ghost_exchange_v, ghost_exchange_u, gather_global_fmm, scatter_global_fmm, source_to_target_data, source_data, target_data, global_fmm, ghost_fmm_v, ghost_fmm_u expansion_order, n_points, local_depth, global_depth, block_size, n_threads, n_samples

"0_0_0_0", 19, 1422, 7, 0, 0, 53, 65, 2350, 2359, 5, 3, 1, 613, 19, 0, 677, 46, 0, 0, 0, 0, 0, 3, 250000, 4, 2. 1e-7. 4, 5000,

"0_0_0_0", 29, 1535, 7, 0, 1, 134, 200, 2350, 2359, 4, 3, 0, 1124, 74, 0, 58, 46, 0, 0, 0, 0, 0 3, 250000, 4, 2. 1e-7. 4, 5000,

"0_0_0_0", 4, 1264, 10, 1, 1, 141, 209, 2350, 2359, 8, 3, 1, 609, 33, 223, 59, 46, 0, 0, 0, 0, 0 3, 250000, 4, 2. 1e-7. 4, 5000,

"1_0_0_0", 28, 14417, 25, 3, 3, 633, 114, 2539, 2507, 4, 3, 0, 9063, 35, 4119, 447, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 20, 11198, 50, 6, 7, 701, 102, 2539, 2507, 5, 3, 0, 5038, 29, 4897, 386, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 21, 12196, 50, 6, 8, 1341, 244, 2539, 2507, 4, 3, 0, 10048, 107, 0, 487, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 23, 12279, 50, 6, 9, 1410, 231, 2539, 2507, 4, 3, 0, 9383, 101, 0, 1179, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 22, 12306, 50, 6, 8, 1438, 218, 2539, 2507, 5, 3, 0, 10188, 108, 0, 386, 47, 1, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

"1_0_0_0", 29, 8345, 76, 10, 8, 1534, 230, 2539, 2507, 4, 3, 0, 2315, 39, 0, 4161, 46, 0, 0, 0, 0, 0 3, 250000, 5, 2. 1e-7. 4, 5000,

